Experiments,Human Liver Carcinoma,Heatshock,UV,Hepatocyte GF,Interferons,Brain
iduc001ajm.1,396.91308652882356,513.5662794366066,389.6658187133113,518.0244548801909,0.0,0.0
iduc001akg.2,213.31492819116517,36.80112271009505,27.92266584583721,37.120586561464854,0.0,0.0
iduc001akl.1,112.98701205630611,146.1940192344913,110.92397315978664,147.46310291978523,228.66742018942645,0.0
iduc001akm.1,367.0920645936175,474.98082633855404,360.38930120446923,479.10404848327687,0.0,0.0
iduc001akx.1,0.0,59.95520949472101,45.49071216186103,60.47566976126643,0.0,0.0
iduc001aky.1,191.327192692353,0.0,187.83373416731922,0.0,0.0,0.0
iduc001alc.1,0.0,0.0,92.1118642383628,0.0,0.0,0.0
iduc001alf.1,101.48764206652564,131.31497175040775,99.63457108704927,132.45489313129525,0.0,0.0
iduc001alv.1,81.41934052423825,105.34857430098528,79.93269826887213,106.26308610943286,0.0,0.0
iduc001amg.1,447.6534198014476,0.0,0.0,0.0,0.0,0.0
iduc001amk.1,127.53421578871017,165.01666215209772,125.20555833489504,166.44914177633586,258.10860540106046,0.0
iduc001amo.1,139.22406789273805,180.14217465341912,136.68196449370976,181.7059561000413,0.0,0.0
iduc001amp.1,185.8607014725715,240.48536616293885,182.46705604825294,0.0,0.0,0.0
iduc001amx.1,322.20087445714785,416.8960660211493,0.0,420.51506492836205,0.0,0.0
iduc001ans.1,154.13517695485265,199.4356750775921,0.0,201.1669398915144,0.0,0.0
iduc001anx.1,449.69871750812894,105.79375735415883,441.48763263164903,586.9167354363672,165.47589082641613,0.0
iduc001aoa.1,31.06349612953401,160.7723673014213,60.99261053481861,162.16800297418473,125.73497418384606,0.0
iduc001aob.2,145.98460978499523,188.88964724734606,107.48929883283618,190.52936391221203,295.44921579357606,0.0
iduc001aoe.1,180.76716365912233,233.89483198101087,0.0,235.92523046718665,365.84347365776983,0.0
iduc001aof.1,89.24435024805408,115.47336299354336,87.61483051383374,116.475766250725,180.61611654562859,0.0
iduc001aoi.1,0.0,0.0,0.0,0.0,0.0,139.132240342308
iduc001aol.1,0.0,240.15411910210835,182.21572401512864,0.0,0.0,0.0
iduc001aoo.1,105.97536196911047,0.0,0.0,0.0,0.0,0.0
iduc001aox.2,111.77284556795637,144.62300787910453,109.73197623452852,0.0,0.0,0.0
iduc001aoz.1,103.63173082175928,134.08921055023436,0.0,0.0,209.7338455588813,0.0
iduc001apf.1,16.21960570503229,20.98656567035938,14.33110556363472,19.05187160615261,29.543270443243753,0.0
iduc001apj.1,21.294571847235588,27.553069946425435,250.86903066573214,27.792253134163673,172.38706360051862,336.0844876014112
iduc001apq.1,60.96747580016484,0.0,0.0,0.0,0.0,0.0
iduc001apt.1,20.65571137574292,26.726447679336793,20.27855708846784,67.39613777388482,0.0,0.0
iduc001apu.1,14.775303457490311,19.117781402904402,14.5055200090574,19.283739385347758,29.90282212663975,0.0
iduc001apy.1,141.23929023807844,0.0,138.6603907329499,0.0,0.0,0.0
iduc001aqb.2,117.01708871126324,0.0,114.88046432253704,152.72288984333366,0.0,0.0
iduc001aqh.1,75.0863840266998,97.15435491981474,73.71537573090662,0.0,0.0,0.0
iduc001aqm.1,202.14929720055426,261.5611980999128,198.45823700311325,0.0,0.0,0.0
iduc001aqs.2,2.5444745044160757,3.292298361292181,2.498014740782389,3.320878204430183,0.0,0.0
iduc001aqw.2,103.76347018395795,0.0,101.86884467673006,135.42515201150547,0.0,1637.6611353680253
iduc001arc.1,232.27086763560928,0.0,228.02981527269,303.14442550572784,470.07863223187303,0.0
iduc001arj.1,188.4758424723937,243.8690999804009,185.03444697924576,245.98608327255616,381.4445915669789,0.0
iduc001arn.1,21.792851927298102,28.19779509034305,21.39493449967642,28.442575019766956,44.10520411232784,0.0
iduc001aro.1,25.932376900329423,33.55393100822549,25.458875554901137,0.0,0.0,0.0
iduc001art.1,175.88247563793962,37.929088129186994,172.6710234377842,229.55006185895982,355.95765591725456,0.0
iduc001arz.1,69.31788057860007,717.5238556836537,544.4175987917744,0.0,0.0,0.0
iduc001asa.1,0.0,146.7652626975215,111.35740125002359,0.0,0.0,0.0
iduc001asd.1,140.30145596597208,181.53620826697195,137.7396804518814,183.11209106579017,0.0,0.0
iduc001asf.1,57.76136313369874,0.0,28.353346890535324,37.693136943594,58.44982380729464,0.0
iduc001asj.1,59.96459376816913,0.0,58.86969545104156,0.0,0.0,0.0
iduc001asv.1,128.44598079571054,166.19639589799343,126.10067535165572,167.639116576262,0.0,0.0
iduc001atc.1,222.71467794145514,288.1707668714246,218.64811281103064,290.67232487448194,450.7384514054782,0.0
iduc001ate.2,234.5678105623561,0.0,230.28481813469202,0.0,0.0,0.0
iduc001atk.1,0.0,76.78283946378828,58.258591346013446,154.89875464961057,0.0,0.0
iduc001atm.1,9.236388258937065,227.06848571334797,172.2870658224465,229.03962592942614,355.16613542929935,0.0
iduc001ato.1,59.91222294391744,0.0,0.0,0.0,0.0,0.0
iduc001atv.1,25.421997034594206,32.89354993831095,24.95781475598475,33.17909286131626,189.55265465411335,0.0
iduc001auc.1,7.563795036071532,0.0,44.55412258264947,59.23056104780626,0.0,0.0
iduc001avi.1,25.105865552497473,32.484507065743905,24.647455543922515,0.0,0.0,0.0
iduc001avx.1,16.984149690414146,21.97580997437575,16.674034741820122,22.166577982914227,34.37316929739349,0.0
iduc001awn.1,106.12811026077888,137.3192786534846,104.19030860112456,138.51132233029153,214.78611338812584,0.0
iduc001aws.1,126.1104432078749,163.1744412429861,123.80778253157078,164.59092888264988,255.22712020138283,0.0
iduc001awv.1,0.0,274.39353245345757,208.19470583311983,276.77549279089317,0.0,0.0
iduc001awx.1,0.0,114.38536360054495,86.78931647366467,115.3783221329253,0.0,0.0
iduc001awy.1,203.50443580869478,0.0,0.0,265.6003996931564,411.86003140156265,0.0
iduc001axa.2,70.86857829585833,91.69693144325886,69.57458325249412,92.49293582357144,0.0,0.0
iduc001axe.1,122.01491253697023,0.0,119.78703248298892,0.0,0.0,0.0
iduc001axj.1,0.0,0.0,54.19681377978688,72.04962192276128,0.0,0.0
iduc001axk.1,61.12254147053527,57.99678402473674,44.00476673532798,10.636407919282702,123.70212840501833,964.6748560332107
iduc001axl.2,176.18362082153635,0.0,172.96666998737027,0.0,0.0,0.0
iduc001aya.1,202.12563601986707,46.15245580097367,35.017942562438485,46.553096873706735,72.18874656211173,0.0
iduc001ayc.1,416.1557689114244,0.0,0.0,0.0,0.0,0.0
iduc001ayd.1,359.19385375982495,464.76132264924394,352.6353044344568,468.7958311415765,0.0,0.0
iduc001ayg.1,36.84903056834848,47.67900120234064,36.17620116983626,48.09289393799316,74.57647213775732,0.0
iduc001aym.2,48.592597590227335,62.87401549497918,23.852670730758806,63.419813385422366,98.34355054652549,0.0
iduc001ayo.1,0.0,201.9276328259204,153.21157076798653,203.68052987171788,0.0,0.0
iduc001bae.1,10.645783809410572,13.774591385987014,10.451401590755154,13.894166107929006,0.0,0.0
iduc001bam.1,148.89393211891087,192.65402261671895,146.17526589500926,194.32641713934962,301.3372131880415,0.0
iduc001ban.1,69.23279083079888,89.58038424214104,0.0,90.3580152612439,0.0,0.0
iduc001bat.1,0.0,20.421890537994805,15.49500622371694,0.0,0.0,0.0
iduc001bbi.1,2.779414823085004,0.0,2.7286652653683205,3.6275066191599956,0.0,0.0
iduc001bbo.1,259.32630522530445,335.5425917027049,254.59124546194093,338.4553758992193,524.8344577301926,0.0
iduc001bbs.1,353.1092409820497,456.8884354803611,346.6617910883982,460.85460087141973,714.635936563872,0.0
iduc001bbw.1,46.1299943745348,0.0,0.0,0.0,0.0,0.0
iduc001bby.1,199.10143746138266,257.6175690294279,195.46602837886726,259.8539002802702,0.0,0.0
iduc001bce.1,5.143091930061615,0.0,0.0,0.0,0.0,0.0
iduc001bci.1,11.899117698666588,0.0,11.681850756211476,15.529933803176233,0.0,0.0
iduc001bcj.1,99.1582717448936,128.30099692792794,97.3477329245607,129.41475454168514,200.68028862509783,0.0
iduc001bcn.1,51.29893084373563,66.37574306983679,50.36225955953751,66.95193882032147,103.82073090548747,0.0
iduc001bcs.2,98.80123705121314,127.83902934488141,96.99721735592891,128.94877670209152,0.0,0.0
iduc001bdh.1,196.2534325041977,0.0,0.0,0.0,0.0,0.0
iduc001bdi.2,172.79469841507677,223.57925042856232,169.63962618637666,225.52010122789648,349.7084947187988,0.0
iduc001bdk.1,0.0,65.18480399382659,49.45864055518956,0.0,101.95793947571481,0.0
iduc001bdm.1,167.15832042501862,216.28633474475976,164.10616327316984,218.16387706977326,338.3013781773261,2638.1990148183213
iduc001bdw.1,111.44631823546752,0.0,0.0,0.0,0.0,0.0
iduc001bed.1,11.20582952553149,14.49923515436965,19.002109669006998,14.625100377037457,22.67878477403081,176.85753445782115
iduc001bei.2,92.99779577153329,120.32995028679508,91.29974157507719,121.37451269475694,188.21248261510055,0.0
iduc001bex.1,129.06110145355413,166.99230119407738,126.704564472174,168.44193098142983,0.0,0.0
iduc001bfb.1,0.0,0.0,95.34132856044255,0.0,0.0,0.0
iduc001bfg.1,145.595903368573,188.3866995873913,142.9374561155952,190.02205025511768,0.0,0.0
iduc001bfj.1,318.20326853221394,411.7235593157728,312.39316958336804,415.29765663326083,0.0,0.0
iduc001bfm.2,125.57737526687308,0.0,123.28444792077,163.89520420406456,254.14827699067973,0.0
iduc001bfu.2,85.63367712569838,110.80150906721707,84.07008496101432,111.76335681037001,173.30869870166504,0.0
iduc001bge.1,29.520597691994947,0.0,0.0,0.0,0.0,0.0
iduc001bgi.1,111.5933818365336,0.0,5.76609417609168,145.64422982286658,106.98012864407097,0.0
iduc001bgk.1,22.440269308368332,29.03548915215042,17.62442450797357,29.2875409513312,45.41547207694442,0.0
iduc001bgn.1,133.08544056060674,172.19939799321546,130.6554228493663,173.69422964060385,269.34338561499015,0.0
iduc001bgp.2,120.02630180700217,155.30216398919615,117.83473195550604,156.65031382214792,242.91380300779306,0.0
iduc001bgt.1,126.62397046291089,163.8388947233804,124.31193325135479,165.26115036282982,256.26641622726163,0.0
iduc001bhe.1,15.218506937291068,137.8387001119458,14.94063100104685,0.0,215.59855951635527,0.0
iduc001bhh.2,197.12498641030308,765.1807105184417,0.0,0.0,0.0,0.0
iduc001bhk.1,0.0,0.0,0.0,639.2338481580856,0.0,0.0
iduc001bho.1,252.7261882768555,118.91007022549405,90.22241475531688,119.94230691294896,185.9915962047247,0.0
iduc001bhq.1,38.36270706551298,0.0,37.66223932668566,300.410660517201,0.0,0.0
iduc001bht.1,172.12464598052924,0.0,0.0,0.0,0.0,0.0
iduc001bis.1,79.77890252001937,0.0,78.32221315347152,0.0,0.0,0.0
iduc001bja.1,59.40619388918172,0.0,58.32149144013843,77.53299714826991,0.0,0.0
iduc001bjh.1,79.3155000240324,0.0,77.86727196074912,0.0,0.0,0.0
iduc001bjm.1,25.00395798332086,0.0,0.0,32.63349620803287,126.5099072564527,0.0
iduc001bjo.1,3.814473713900438,4.935551735995287,3.744824933051131,0.0,46.319263479769724,0.0
iduc001bjt.1,0.0,0.0,72.29591563929999,144.16604109430426,0.0,0.0
iduc001bke.1,0.0,0.0,107.84697057007213,143.37251423416453,0.0,0.0
iduc001bkk.1,33.042625913151475,0.0,32.439297961899854,43.12502877182747,66.87292535959165,0.0
iduc001bkl.2,134.205794636941,173.64902536546094,131.7553202909486,175.15644096435096,0.0,0.0
iduc001bkp.1,250.87641646100965,324.60927133203245,246.29564389291522,327.4271453634035,0.0,0.0
iduc001bkq.2,202.5834599927315,262.1229618144788,198.88447238211813,264.3984035604651,0.0,0.0
iduc001bkw.1,44.64703660334334,57.76884979221748,0.0,58.270330667928995,0.0,0.0
iduc001bkx.1,77.23586980334088,99.9355769315795,75.825613874709,100.80309949459816,0.0,0.0
iduc001bkz.1,0.0,0.0,306.73080803076635,407.7700737256641,632.3190611282687,0.0
iduc001bld.2,108.10527112819467,139.87752927557042,106.13136833001194,141.0917806606296,218.7875668881631,0.0
iduc001blj.2,110.04731631597495,142.3903436811334,108.03795355926891,143.62640835091497,222.71795193772707,0.0
iduc001bll.2,1158.538047050113,1499.0336539736925,1137.384208120635,1512.0464924189723,2344.693443864372,0.0
iduc001bls.1,118.41552078934879,43.776563616541424,116.25336231737953,44.156580001444794,0.0,0.0
iduc001blu.1,209.4931837808552,813.190383082897,617.0040929116383,0.0,0.0,0.0
iduc001bmk.1,87.08198738020928,112.6754792992997,85.49195040266659,113.65359463712385,176.2398441802963,0.0
iduc001bms.1,271.54848528945513,351.3568839374214,266.59025976204754,0.0,0.0,0.0
iduc001bmv.1,4.3830997210655225,5.67129755240202,4.303068352439051,114.4105810945892,177.41368453031998,1383.5373957532072
iduc001bmz.1,108.81481176388776,0.0,106.8279534064469,189.35710095409038,0.0,0.0
iduc001bnb.1,104.05328846920025,0.0,102.15337114670531,0.0,0.0,0.0
iduc001bnc.1,286.9180410565172,0.0,0.0,374.46626694381143,0.0,0.0
iduc001bnd.1,0.0,44.392588279600425,33.68265197580735,44.777952262536324,69.436073312585,0.0
iduc001bne.1,75.6258216053959,97.85233379650549,259.8573728648702,98.70177210485308,153.05441936630532,0.0
iduc001bng.1,0.0,19.79343550562625,90.10901486651478,179.68732846578038,0.0,0.0
iduc001bnj.2,0.0,0.0,103.13465788053834,0.0,0.0,0.0
iduc001bnk.1,96.53248662896766,124.90349067692613,94.76989222923204,125.98775515699423,195.36612465613334,0.0
iduc001bnm.1,6.726040181643999,104.43396951117194,79.2387465074506,0.0,0.0,0.0
iduc001bno.1,5.127923454195199,0.0,0.0,0.0,0.0,0.0
iduc001bnr.2,158.79512794163304,205.46519078735935,155.89567499072115,0.0,0.0,0.0
iduc001bod.1,238.34316107979794,0.0,0.0,0.0,0.0,0.0
iduc001bof.1,40.16458904125522,0.0,39.43122059521174,0.0,0.0,0.0
iduc001bov.1,126.42193135442253,163.57747609857645,17.730511884445622,47.1421321172861,255.85752178112492,1995.27139242988
iduc001bpe.1,16.271227531021225,0.0,0.0,0.0,0.0,0.0
iduc001bpg.1,124.9328556256027,0.0,0.0,0.0,0.0,0.0
iduc001bpi.1,0.0,0.0,0.0,0.0,120.23648200933359,0.0
iduc001bpn.1,11.519470704647517,14.905055821169537,11.30913576704282,15.034443899218758,0.0,0.0
iduc001bpq.1,188.55433482724644,243.97066132472057,185.11150613590877,0.0,0.0,0.0
iduc001bps.1,164.0636709089534,0.0,0.0,0.0,332.03830857002964,0.0
iduc001bpw.1,20.193445686756846,22.39570422485527,19.82473194569631,26.35513680216061,0.0,0.0
iduc001bqd.2,0.0,0.0,0.0,332.7183385345351,0.0,0.0
iduc001bqf.1,198.9296584327528,257.3953039552521,195.29738587727022,259.62970576342,402.6014226335364,0.0
iduc001bqu.1,317.45664618369386,410.7575038374135,0.0,414.32321500303914,0.0,0.0
iduc001bra.1,81.76517510170773,105.79605004134143,80.27221822511129,106.71444630528606,0.0,0.0
iduc001brc.1,45.52331370527511,58.902665698692786,44.69209987668357,59.413989024024126,92.13181686999242,0.0
iduc001bri.1,3.234008545708201,4.184487216107297,26.98714746101122,4.220811988386558,6.545109721541477,51.041181423143975
iduc001brn.1,168.88864099790516,218.52519843812257,165.80488978422267,220.4221759315631,0.0,0.0
iduc001bro.1,66.58382140462722,86.15287978659946,65.36806208028827,86.9007572630569,0.0,0.0
iduc001brq.1,99.10617914087737,128.23359425026683,97.29659148357065,129.3467667536412,0.0,0.0
iduc001brz.1,69.27969592165262,0.0,0.0,0.0,560.8435535941956,0.0
iduc001bsb.1,94.6199934769455,0.0,46.44615972137348,0.0,0.0,0.0
iduc001bse.2,38.53117075054331,0.0,37.82762701980734,0.0,0.0,0.0
iduc001bsh.1,39.35684689782197,50.923867510734674,5.519746725746632,51.36592834050285,34.13652273500867,0.0
iduc001bso.1,101.3422573164975,0.0,0.0,39.6795439992838,0.0,0.0
iduc001bsp.1,44.42776302145397,0.0,43.61655294048526,57.98414943182703,0.0,0.0
iduc001bta.1,406.86257080084846,0.0,0.0,0.0,0.0,0.0
iduc001bth.1,125.70707802669426,162.6525265911794,123.41178242751832,164.0644835846978,254.41077437812262,0.0
iduc001btn.1,337.1370499484868,0.0,0.0,0.0,0.0,0.0
iduc001btx.1,0.0,0.0,0.0,0.0,451.5603182841497,0.0
iduc001bty.1,74.96964312941849,97.0033037443567,73.60076641501261,0.0,0.0,197.20310475963052
iduc001bub.1,0.0,0.0,0.0,147.8156316883466,0.0,0.0
iduc001bug.1,77.08370865889064,92.61450292652252,75.67623105277414,100.60450893010677,156.00494673562875,0.0
iduc001bui.1,223.83073367935071,78.98586344150023,59.93012465396722,292.12892629393974,452.99716753335497,0.0
iduc001bum.1,625.2854225875375,809.057496371836,613.8682860092036,816.080777313742,1265.4764637363228,0.0
iduc001buq.2,307.79672376351783,398.2585195878331,302.1766387485344,401.715729345009,0.0,0.0
iduc001buw.1,0.0,0.0,0.0,299.5274580481217,0.0,0.0
iduc001bvb.1,0.0,0.0,8.921842227953691,23.721518463815396,0.0,0.0
iduc001bvd.1,316.5245167695639,409.551420562723,310.74507028351803,413.1066619388523,0.0,0.0
iduc001bve.1,164.97473720564938,0.0,0.0,0.0,0.0,0.0
iduc001bvi.1,38.694505400244786,0.0,25.32531955271116,33.6676562991325,0.0,0.0
iduc001bvn.1,28.25307573567268,36.55668578505383,27.737200564463127,36.874027723945424,57.17965121224014,0.0
iduc001bvp.1,13.064760690789852,0.0,0.0,0.0,0.0,0.0
iduc001bvr.1,12.819721517764266,0.0,0.0,16.731444430400327,0.0,0.0
iduc001bvt.2,33.01660240554103,106.80054546286716,81.03437404899441,107.72766156882781,167.05064498326342,0.0
iduc001bvu.1,68.47499527936843,88.59987174424062,78.42882233652976,89.36899111272449,161.67935533966968,0.0
iduc001bvy.1,8.816591671480118,148.30136965555818,112.5229146402158,149.58874686648727,0.0,0.0
iduc001bwc.1,27.405914432288814,35.460542842359686,26.905507647123805,35.768369363776564,55.46513388672167,0.0
iduc001bwl.2,120.25622466635554,155.59966142992855,118.06045663496764,156.9503937840425,243.37912965139623,0.0
iduc001bwp.1,94.67935357322965,0.0,0.0,0.0,0.0,0.0
iduc001bxc.1,76.91745794513514,99.52358347785564,75.51301592410766,100.38752960065254,155.6684822064121,0.0
iduc001bxg.1,101.63670385119552,131.50784295762486,99.78091114066208,132.649438618375,0.0,0.0
iduc001bxj.2,127.01471940391185,41.086121302033824,124.69554747616681,145.0497385632799,0.0,0.0
iduc001bxu.1,0.0,287.84510218795157,0.0,290.3438331551368,0.0,0.0
iduc001byb.1,121.27843908367731,156.92230578938148,119.06400635742638,158.28451977856378,245.44792613902192,1914.0935234078443
iduc001byc.1,0.0,0.0,0.0,0.0,0.0,1490.6240490942735
iduc001byh.1,0.0,0.0,129.39174247204892,172.0142841407286,0.0,0.0
iduc001bym.1,103.41443481781606,133.80805101161215,101.52618237527504,134.9696143600241,0.0,0.0
iduc001bys.1,118.70914231441641,51.199296624097094,38.8472075278399,154.93124521167655,240.24808543843648,0.0
iduc001byt.1,73.99048699603605,95.73637254587571,72.63948877184042,96.56744257954318,149.744766872066,0.0
iduc001byx.1,9.134493858385335,11.819131655279447,62.77394482735625,11.921731387037266,18.486736725918714,0.0
iduc001bza.1,167.91153715590573,217.26092270172046,164.84562695948085,219.14692524749088,0.0,0.0
iduc001bzg.1,0.0,0.0,9.615994905969716,0.0,0.0,0.0
iduc001bzh.1,142.0012133945503,183.73552627428145,139.40840187352407,185.33050095262024,287.38746639762786,0.0
iduc001bzi.1,33.55343783624712,361.79025116408206,87.842087811218,364.93088651739487,67.90672599322616,0.0
iduc001bzl.1,9.182215234590414,225.73668953284374,171.27657220202275,0.0,0.0,0.0
iduc001bzp.1,0.0,0.0,56.17081977924462,0.0,0.0,0.0
iduc001bzt.1,448.45153406020614,580.2519334121622,440.26322160612534,585.2889948864247,0.0,0.0
iduc001bzx.1,146.2959379563087,189.2924751108049,143.62470871576326,190.93568865107093,0.0,0.0
iduc001cae.2,23.30692874991167,72.37646581743728,54.915277613761155,73.00475275043975,47.169450477415474,0.0
iduc001cah.1,148.63417006726553,0.0,0.0,0.0,0.0,0.0
iduc001caj.1,532.9056836007346,689.5272504389347,523.1753160705557,695.5129110608925,1078.5148279922275,0.0
iduc001cak.1,97.87005658917536,0.0,0.0,0.0,0.0,0.0
iduc001cao.1,169.07785076823666,0.0,165.9906447582135,0.0,0.0,0.0
iduc001cas.2,347.7794437048693,0.0,341.42931100629426,0.0,439.9058060943065,0.0
iduc001cbb.2,229.59263123082363,297.0701582012774,75.13349366692769,299.64897020148805,0.0,0.0
iduc001cbi.1,84.96728386202457,82.4544465675204,83.41585942527946,110.89362482403152,171.9600266227896,0.0
iduc001cbk.1,0.0,0.0,165.58822589798473,0.0,0.0,0.0
iduc001cbp.1,210.75702379025813,0.0,0.0,0.0,0.0,0.0
iduc001cbr.1,240.83267358454833,311.61366137169523,236.43529052152778,314.3187228771677,487.40634134529506,0.0
iduc001cby.2,201.09112537738582,260.1920284134662,197.41938642395922,262.4507080778745,406.975881795335,0.0
iduc001cce.1,15.075607303684825,19.506344879960274,14.800340583288186,19.675675911260313,167.80823671241998,0.0
iduc001ccg.1,8.737676126708124,0.0,0.0,0.0,0.0,0.0
iduc001cci.1,11.39526499514709,0.0,11.18719793953348,193.34040572046075,392.05691542477956,0.0
iduc001cck.1,0.0,0.0,252.75204624903,0.0,0.0,0.0
iduc001ccn.2,0.0,40.29926476067078,30.576863445431194,0.0,441.23489248220903,0.0
iduc001ccq.1,129.96164589731526,168.15751664085036,127.5886658028577,169.61726145151974,0.0,0.0
iduc001ccs.1,36.22632971572925,0.0,71.12974052385088,0.0,0.0,0.0
iduc001ccx.1,91.1125872951751,117.89067696468626,89.4489552711793,0.0,0.0,0.0
iduc001cdn.1,0.0,30.647579465802366,23.253696012176125,30.913625527723774,0.0,0.0
iduc001cdz.1,12.317496131021517,0.0,0.0,112.53181375788527,0.0,0.0
iduc001ceb.1,0.0,0.0,203.07462926422886,0.0,0.0,0.0
iduc001cey.2,0.0,30.447830686423167,0.0,0.0,0.0,0.0
iduc001cfb.1,15.346643237312188,19.857038572738087,15.066427650109965,20.02941391218678,279.5320920873083,0.0
iduc001cfc.2,37.94172176931808,49.09283554971059,37.24894083470929,49.519001524127255,76.78790222553489,0.0
iduc001cff.1,241.85719486494878,312.93929058382423,237.44110498586758,315.65585963532817,0.0,0.0
iduc001cfg.1,104.44502934041637,135.14153839850675,102.5379591899993,136.3146775083357,211.37983009038234,0.0
iduc001cfj.1,0.0,99.08971386744997,75.18381955019657,0.0,0.0,1208.6680640838297
iduc001cfl.1,138.97790776091063,179.82366778796444,136.44029901943182,181.38468433443052,281.268785258029,0.0
iduc001cfp.1,145.44997069750198,188.1978771437031,142.7941880408456,189.83158867814646,0.0,0.0
iduc001cft.1,0.0,0.0,111.52168476484418,0.0,0.0,0.0
iduc001cgh.1,96.60663781572659,0.0,94.84268948353693,126.08453233417283,0.0,0.0
iduc001cgj.1,292.2519163356469,0.0,286.915665203682,0.0,591.4705640731969,0.0
iduc001cgk.2,215.73466718219274,279.1393232689684,211.79555062689565,281.5624809531171,0.0,0.0
iduc001cha.2,7.383272527817269,8.359071392483509,2.718172786417899,0.0,0.0,0.0
iduc001chf.1,30.90768341500726,0.0,30.343337549708217,40.33864439364095,14.435110934600498,0.0
iduc001chl.1,0.0,0.0,283.9101613014462,377.43214693238014,0.0,0.0
iduc001chq.1,20.525363071989997,0.0,0.0,0.0,0.0,0.0
iduc001chv.2,272.74498119709887,352.90503130898736,267.7649087551471,355.9685356851412,0.0,0.0
iduc001cia.2,221.9395435231295,287.16781959456813,217.88713163409028,289.66067119477174,449.16970483441014,0.0
iduc001cie.1,213.79916875553891,276.6349797248312,209.89539262092975,279.03639765826455,0.0,0.0
iduc001cig.1,128.61674586307146,166.41734900656755,126.26832240598381,167.86198773857578,0.0,0.0
iduc001cik.2,111.6197929085025,144.4249728746127,109.58171817583383,145.67869979028222,225.9003899823967,0.0
iduc001cin.1,0.0,60.441413063113266,0.0,0.0,756.3090238638081,0.0
iduc001cix.1,0.0,0.0,174.39177202351857,579.5940925507438,0.0,0.0
iduc001cjb.1,652.1991771639068,843.8812330350316,640.2906201866093,851.2068124997614,1319.9455457536685,10293.422560625417
iduc001cjk.1,728.1510671200693,942.1554670294109,714.8556985049381,950.3341472413538,1473.6598746725695,0.0
iduc001cjr.1,36.592508549887185,47.34708708036782,63.86553423545218,180.4194833352135,279.77207172030245,0.0
iduc001cjx.1,149.84815640541302,193.88869447108567,147.11206692388888,195.57180695547206,303.268408658259,0.0
iduc001ckb.1,21.934511756245858,0.0,21.53400775046909,0.0,0.0,0.0
